step,pod_index,pod_name,action,scheduled,reason,reward_total,reward_success,reward_fragmentation,reward_balance,reward_slo,frag_before,frag_after,frag_delta,cluster_fragmentation_avg,sigma_cpu_util,sigma_mem_util,sigma_gpu_util,wait_time_ms,current_time,episode_requested_gpu_milli,episode_allocated_gpu_milli,used_gpu_milli,gar_capacity_live,unallocated_gpu_fraction_capacity_live,gar_capacity_cumulative,unallocated_gpu_fraction_capacity_cumulative
24,24,openb-pod-6952,17,1,scheduled,0.6668073069532978,1.0,-0.24570024570025328,-0.0874924473464489,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,6.878327190827215e-05,0.08108839392662048,0.04371234402060509,0.050184156745672226,0.0,12697262.0,13840.0,13840.0,4560.0,0.005089285714285715,0.9949107142857143,0.015446428571428571,0.9845535714285715
25,25,openb-pod-6953,17,1,scheduled,0.9083273131400347,1.0,-0.0,-0.09167268685996532,0.0,0.008804258804258835,0.008804258804258835,0.0,6.878327190827215e-05,0.08265581727027893,0.04401225224137306,0.056677304208278656,0.0,12697388.0,14840.0,14840.0,5150.0,0.0057477678571428575,0.9942522321428572,0.0165625,0.9834375
26,26,openb-pod-6954,17,1,scheduled,0.49339768418510044,1.0,-0.40950040950040734,-0.09710190631449223,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,8.477938165438181e-05,0.08429325371980667,0.04431898519396782,0.06559157371520996,0.0,12697409.0,15430.0,15430.0,5960.0,0.006651785714285714,0.9933482142857143,0.017220982142857142,0.9827790178571428
27,27,openb-pod-6955,17,1,scheduled,-174.20494258884008,1.0,-175.1023751023751,-0.10256748646497726,0.0,0.010851760851760872,0.8863636363636364,0.8755118755118755,0.006924715909090909,0.08599670231342316,0.044632405042648315,0.07450586557388306,0.0,12697409.0,16240.0,16240.0,4960.0,0.005535714285714285,0.9944642857142857,0.018125,0.981875
28,28,openb-pod-6956,17,1,scheduled,0.5104019636048802,1.0,-0.40950040950040734,-0.08009762689471245,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,8.477938165438181e-05,0.06390360742807388,0.030700072646141052,0.06559157371520996,0.0,12697628.0,17050.0,17050.0,5370.0,0.005993303571428571,0.9940066964285714,0.019029017857142855,0.9809709821428572
29,29,openb-pod-6957,17,1,scheduled,0.49925294646461094,1.0,-0.40950040950040734,-0.09124664403498173,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,8.477938165438181e-05,0.07631523907184601,0.03607429936528206,0.07010374963283539,0.0,12697699.0,18050.0,18050.0,6370.0,0.007109375,0.992890625,0.020145089285714287,0.9798549107142858
30,30,openb-pod-6958,17,1,scheduled,-151.18705854452324,1.0,-152.0884520884521,-0.09860645607113838,0.0,0.010851760851760872,0.7712940212940214,0.7604422604422605,0.006025734541359542,0.08293083310127258,0.03900580853223801,0.07527627050876617,0.0,12697711.0,19050.0,19050.0,6840.0,0.007633928571428571,0.9923660714285715,0.021261160714285715,0.9787388392857143
31,31,openb-pod-6959,18,1,scheduled,-0.61399528152789,1.0,-1.5151515151515138,-0.09884376637637615,0.0,0.0,0.007575757575757569,0.007575757575757569,0.006084920147420148,0.08295096457004547,0.03900408372282982,0.07573248445987701,0.0,12698004.0,19520.0,19520.0,6650.0,0.007421875,0.992578125,0.021785714285714287,0.9782142857142857
32,32,openb-pod-6960,17,1,scheduled,0.9038965422660112,1.0,-0.0,-0.09610345773398876,0.0,0.010851760851760872,0.010851760851760872,0.0,0.00014396498771498782,0.08345842361450195,0.03880489245057106,0.06994359940290451,0.0,12698115.0,20330.0,20330.0,7120.0,0.007946428571428571,0.9920535714285714,0.022689732142857143,0.9773102678571428
33,33,openb-pod-6961,17,1,scheduled,-193.37570808012035,1.0,-194.26699426699426,-0.10871381312608719,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.007732519451269451,0.0935053676366806,0.04305092990398407,0.0808713287115097,0.0,12698247.0,20800.0,20800.0,7310.0,0.008158482142857143,0.9918415178571428,0.023214285714285715,0.9767857142857143
34,34,openb-pod-6962,18,1,scheduled,-0.623865328277601,1.0,-1.5151515151515138,-0.10871381312608719,0.0,0.0,0.007575757575757569,0.007575757575757569,0.007732519451269451,0.0935053676366806,0.04305092990398407,0.0808713287115097,0.0,12698502.0,21800.0,21800.0,8120.0,0.0090625,0.9909375,0.024330357142857143,0.9756696428571429
35,35,openb-pod-6963,18,1,scheduled,0.8950388543307781,1.0,-0.0,-0.10496114566922188,0.0,0.007575757575757569,0.007575757575757569,0.0,0.007732519451269451,0.08810421079397202,0.0390922874212265,0.08272579312324524,0.0,12698776.0,22610.0,22610.0,9120.0,0.01017857142857143,0.9898214285714285,0.025234375,0.974765625
36,36,openb-pod-6964,18,1,scheduled,0.8935958873480558,1.0,-0.0,-0.10640411265194416,0.0,0.007575757575757569,0.007575757575757569,0.0,0.007732519451269451,0.0894460380077362,0.03974521532654762,0.08361697196960449,0.0,12698907.0,23610.0,23610.0,6120.0,0.006830357142857143,0.9931696428571428,0.026350446428571428,0.9736495535714286
37,37,openb-pod-6965,17,1,scheduled,0.9253194713965058,1.0,-0.0,-0.07468052860349417,0.0,0.008804258804258835,0.008804258804258835,0.0,0.00012796887796887816,0.060500368475914,0.027269499376416206,0.06159118935465813,0.0,12699423.0,23930.0,23930.0,7120.0,0.007946428571428571,0.9920535714285714,0.026707589285714286,0.9732924107142857
38,38,openb-pod-6966,0,1,scheduled,0.9179315734654665,1.0,-0.0,-0.0820684265345335,0.0,0.0,0.0,0.0,0.00012796887796887816,0.06930994242429733,0.03323572129011154,0.06159118935465813,0.0,12699635.0,24930.0,24930.0,7120.0,0.007946428571428571,0.9920535714285714,0.027823660714285714,0.9721763392857143
39,39,openb-pod-6967,0,1,scheduled,0.9001248721033335,1.0,-0.0,-0.09987512789666653,0.0,0.0,0.0,0.0,0.00012796887796887816,0.09117566794157028,0.046983398497104645,0.06159118935465813,0.0,12699697.0,24930.0,24930.0,7120.0,0.007946428571428571,0.9920535714285714,0.027823660714285714,0.9721763392857143
40,40,openb-pod-6968,1,1,scheduled,0.8953956868499517,1.0,-0.0,-0.10460431315004826,0.0,0.0,0.0,0.0,0.00012796887796887816,0.09705320000648499,0.0505642369389534,0.06159118935465813,0.0,12699766.0,24930.0,24930.0,7120.0,0.007946428571428571,0.9920535714285714,0.027823660714285714,0.9721763392857143
41,41,openb-pod-6969,17,1,scheduled,0.4802462788059243,1.0,-0.40950040950040734,-0.11025331169366837,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.00014396498771498782,0.09814625978469849,0.05026737600564957,0.07209298759698868,0.0,12699989.0,24930.0,24930.0,5120.0,0.005714285714285714,0.9942857142857143,0.027823660714285714,0.9721763392857143
42,42,openb-pod-6970,17,1,scheduled,0.9347762316465378,1.0,-0.0,-0.06522376835346222,0.0,0.008804258804258835,0.008804258804258835,0.0,0.00012796887796887816,0.05172062665224075,0.021748371422290802,0.05697853863239288,0.0,12700511.0,25930.0,25930.0,5930.0,0.006618303571428572,0.9933816964285714,0.028939732142857142,0.9710602678571428
43,43,openb-pod-6971,17,1,scheduled,0.5129592934383878,1.0,-0.40950040950040734,-0.07754029706120491,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.00014396498771498782,0.06271176040172577,0.024498678743839264,0.06787015497684479,0.0,12700534.0,26740.0,26740.0,6930.0,0.007734375,0.992265625,0.02984375,0.97015625
44,44,openb-pod-6972,17,1,scheduled,-193.35792368672784,1.0,-194.26699426699426,-0.09092941973358393,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.007732519451269451,0.07306559383869171,0.029999854043126106,0.07879339158535004,0.0,12700571.0,27740.0,27740.0,6120.0,0.006830357142857143,0.9931696428571428,0.03095982142857143,0.9690401785714285
45,45,openb-pod-6973,17,1,scheduled,0.5057526243611106,1.0,-0.40950040950040734,-0.0847469661384821,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.00014396498771498782,0.07017726451158524,0.02937306836247444,0.06994359940290451,0.0,12700799.0,28740.0,28740.0,6650.0,0.007421875,0.992578125,0.03207589285714286,0.9679241071428571
46,46,openb-pod-6974,0,1,scheduled,0.9157965444028378,1.0,-0.0,-0.08420345559716225,0.0,0.0,0.0,0.0,0.00014396498771498782,0.07139318436384201,0.03219705820083618,0.0648166686296463,0.0,12700973.0,29740.0,29740.0,6650.0,0.007421875,0.992578125,0.03319196428571428,0.9668080357142858
47,47,openb-pod-6975,17,1,scheduled,-151.18883892036152,1.0,-152.0884520884521,-0.1003868319094181,0.0,0.010851760851760872,0.7712940212940214,0.7604422604422605,0.006084920147420148,0.08681222051382065,0.03822895884513855,0.07573248445987701,0.0,12700980.0,29740.0,29740.0,7650.0,0.008537946428571428,0.9914620535714286,0.03319196428571428,0.9668080357142858
48,48,openb-pod-6976,1,1,scheduled,0.8799038585275412,1.0,-0.0,-0.12009614147245884,0.0,0.0,0.0,0.0,0.006084920147420148,0.12298484891653061,0.041474949568510056,0.07573248445987701,0.0,12701034.0,30740.0,30740.0,7650.0,0.008537946428571428,0.9914620535714286,0.034308035714285715,0.9656919642857142
49,49,openb-pod-6977,2,1,scheduled,0.8647622000426054,1.0,-0.0,-0.1352377999573946,0.0,0.0,0.0,0.0,0.006084920147420148,0.15030668675899506,0.04443642869591713,0.07573248445987701,0.0,12701035.0,30740.0,30740.0,6240.0,0.0069642857142857145,0.9930357142857142,0.034308035714285715,0.9656919642857142
50,50,openb-pod-6978,17,1,scheduled,0.5147205697133073,1.0,-0.40950040950040734,-0.0757790207862854,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.00014396498771498782,0.06121361628174782,0.027598273009061813,0.06274615228176117,0.0,12701642.0,30740.0,30740.0,6460.0,0.007209821428571428,0.9927901785714286,0.034308035714285715,0.9656919642857142
51,51,openb-pod-6979,17,1,scheduled,0.9195735519751906,1.0,-0.0,-0.08042644802480936,0.0,0.010851760851760872,0.010851760851760872,0.0,0.00014396498771498782,0.06362270563840866,0.0280506182461977,0.06917957216501236,0.0,12701651.0,30960.0,30960.0,6460.0,0.007209821428571428,0.9927901785714286,0.03455357142857143,0.9654464285714286
52,52,openb-pod-6980,17,1,scheduled,0.9172943076118827,1.0,-0.0,-0.08270569238811731,0.0,0.010851760851760872,0.010851760851760872,0.0,0.00014396498771498782,0.06740200519561768,0.030139224603772163,0.06787015497684479,0.0,12701695.0,31550.0,31550.0,5460.0,0.00609375,0.99390625,0.03521205357142857,0.9647879464285715
53,53,openb-pod-6981,17,1,scheduled,0.9428878035396338,1.0,-0.0,-0.05711219646036625,0.0,0.008804258804258835,0.008804258804258835,0.0,0.00012796887796887816,0.04112505540251732,0.016120798885822296,0.05697853863239288,0.0,12701775.0,32020.0,32020.0,5930.0,0.006618303571428572,0.9933816964285714,0.03573660714285714,0.9642633928571429
54,54,openb-pod-6982,17,1,scheduled,0.5271404733641871,1.0,-0.40950040950040734,-0.06335911713540554,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.00014396498771498782,0.04203994572162628,0.01680813357234001,0.06787015497684479,0.0,12701982.0,32490.0,32490.0,5930.0,0.006618303571428572,0.9933816964285714,0.036261160714285715,0.9637388392857142
55,55,openb-pod-6983,17,1,scheduled,0.5381885709932872,1.0,-0.40950040950040734,-0.052311019506305456,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.00014396498771498782,0.03262254223227501,0.011540110222995281,0.06045938655734062,0.0,12702195.0,33490.0,33490.0,6250.0,0.006975446428571429,0.9930245535714286,0.037377232142857146,0.9626227678571428
56,56,openb-pod-6984,17,1,scheduled,-140.8347192907921,1.0,-141.76904176904176,-0.06567752175033092,0.0,0.010851760851760872,0.7196969696969697,0.7088452088452089,0.005681818181818182,0.042954929172992706,0.017037253826856613,0.07136286050081253,0.0,12702205.0,33810.0,33810.0,6780.0,0.007566964285714285,0.9924330357142858,0.037734375,0.962265625
57,57,openb-pod-6985,18,1,scheduled,0.9393863310106099,1.0,-0.0,-0.060613668989390135,0.0,0.007575757575757569,0.007575757575757569,0.0,0.005681818181818182,0.03783632814884186,0.014886393211781979,0.06850461661815643,0.0,12702258.0,34810.0,34810.0,7780.0,0.008683035714285714,0.9913169642857143,0.038850446428571425,0.9611495535714286
58,58,openb-pod-6986,18,1,scheduled,0.9310077857226133,1.0,-0.0,-0.06899221427738667,0.0,0.007575757575757569,0.007575757575757569,0.0,0.005681818181818182,0.0465957373380661,0.0189935602247715,0.07239513099193573,0.0,12702385.0,35810.0,35810.0,8780.0,0.009799107142857142,0.9902008928571429,0.03996651785714286,0.9600334821428571
59,59,openb-pod-6987,0,1,scheduled,0.9215514864772558,1.0,-0.0,-0.07844851352274418,0.0,0.0,0.0,0.0,0.005681818181818182,0.05760401114821434,0.026897884905338287,0.07239513099193573,0.0,12702488.0,36810.0,36810.0,8780.0,0.009799107142857142,0.9902008928571429,0.04108258928571429,0.9589174107142857
60,60,openb-pod-6988,18,1,scheduled,0.9157855687662959,1.0,-0.0,-0.08421443123370409,0.0,0.007575757575757569,0.007575757575757569,0.0,0.005681818181818182,0.061837658286094666,0.02892872877418995,0.07766247540712357,0.0,12702491.0,36810.0,36810.0,9780.0,0.010915178571428572,0.9890848214285715,0.04108258928571429,0.9589174107142857
61,61,openb-pod-6989,1,1,scheduled,0.8911671433597803,1.0,-0.0,-0.10883285664021969,0.0,0.0,0.0,0.0,0.005681818181818182,0.10689155757427216,0.033111680299043655,0.07766247540712357,0.0,12702537.0,37810.0,37810.0,9780.0,0.010915178571428572,0.9890848214285715,0.04219866071428571,0.9578013392857143
62,62,openb-pod-6990,17,1,scheduled,0.8869276102632284,1.0,-0.0,-0.11307238973677158,0.0,0.7196969696969697,0.7196969696969697,0.0,0.005681818181818182,0.10946536809206009,0.03461550548672676,0.08206390589475632,0.0,12702584.0,37810.0,37810.0,10250.0,0.011439732142857142,0.9885602678571429,0.04219866071428571,0.9578013392857143
63,63,openb-pod-6991,18,1,scheduled,0.6347676329543459,1.0,-0.24570024570025328,-0.11953212134540081,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.005691415847665848,0.1133546531200409,0.03758339211344719,0.08812619745731354,0.0,12702594.0,38280.0,38280.0,11250.0,0.012555803571428572,0.9874441964285714,0.04272321428571429,0.9572767857142858
64,64,openb-pod-6992,0,1,scheduled,0.8670589867979288,1.0,-0.0,-0.1329410132020712,0.0,0.0,0.0,0.0,0.005691415847665848,0.12767358124256134,0.0500822477042675,0.08812619745731354,0.0,12702610.0,39280.0,39280.0,11250.0,0.012555803571428572,0.9874441964285714,0.04383928571428571,0.9561607142857143
65,65,openb-pod-6993,18,1,scheduled,0.8635898642241955,1.0,-0.0,-0.13641013577580452,0.0,0.008804258804258835,0.008804258804258835,0.0,0.005691415847665848,0.12875957787036896,0.05036167800426483,0.09369901567697525,0.0,12702712.0,39280.0,39280.0,8460.0,0.009441964285714286,0.9905580357142857,0.04383928571428571,0.9561607142857143
66,66,openb-pod-6994,17,1,scheduled,-140.8682403255469,1.0,-141.76904176904176,-0.09919855650514364,0.0,0.010851760851760872,0.7196969696969697,0.7088452088452089,0.005681818181818182,0.09745495766401291,0.02363680861890316,0.07730534672737122,0.0,12703486.0,40090.0,40090.0,9270.0,0.010345982142857143,0.9896540178571429,0.04474330357142857,0.9552566964285715
67,67,openb-pod-6995,17,1,scheduled,-51.60089449623307,1.0,-52.49795249795248,-0.10294199828058481,0.0,0.7196969696969697,0.9821867321867321,0.2624897624897624,0.007732519451269451,0.0985788106918335,0.02400832809507847,0.08329685777425766,0.0,12703623.0,40900.0,40900.0,8460.0,0.009441964285714286,0.9905580357142857,0.045647321428571426,0.9543526785714286
68,68,openb-pod-6996,17,1,scheduled,-140.87229642628049,1.0,-141.76904176904176,-0.10325465723872185,0.0,0.010851760851760872,0.7196969696969697,0.7088452088452089,0.005681818181818182,0.1005047932267189,0.026778332889080048,0.07922618836164474,0.0,12703679.0,41490.0,41490.0,9460.0,0.010558035714285714,0.9894419642857143,0.04630580357142857,0.9536941964285715
69,69,openb-pod-6997,17,1,scheduled,-44.72695182366746,1.0,-45.618345618345614,-0.10860620532184839,0.0,0.7196969696969697,0.9477886977886978,0.22809172809172806,0.0074637848075348075,0.10393569618463516,0.029264064505696297,0.08401264995336533,0.0,12703716.0,42490.0,42490.0,8460.0,0.009441964285714286,0.9905580357142857,0.047421875,0.952578125
70,70,openb-pod-6998,0,1,scheduled,0.8985854163765907,1.0,-0.0,-0.10141458362340927,0.0,0.0,0.0,0.0,0.00014396498771498782,0.10484953224658966,0.028752386569976807,0.06922724843025208,0.0,12703999.0,42960.0,42960.0,8460.0,0.009441964285714286,0.9905580357142857,0.04794642857142857,0.9520535714285714
71,71,openb-pod-6999,0,1,scheduled,0.8826292231678963,1.0,-0.0,-0.11737077683210373,0.0,0.0,0.0,0.0,0.00014396498771498782,0.12252707034349442,0.04298723489046097,0.06922724843025208,0.0,12704008.0,42960.0,42960.0,8460.0,0.009441964285714286,0.9905580357142857,0.04794642857142857,0.9520535714285714
72,72,openb-pod-7000,2,1,scheduled,0.8785609100013971,1.0,-0.0,-0.12143908999860287,0.0,0.0,0.0,0.0,0.00014396498771498782,0.12679271399974823,0.04685821756720543,0.06922724843025208,0.0,12704054.0,42960.0,42960.0,8460.0,0.009441964285714286,0.9905580357142857,0.04794642857142857,0.9520535714285714
73,73,openb-pod-7001,17,1,scheduled,-140.885599434211,1.0,-141.76904176904176,-0.11655766516923904,0.0,0.010851760851760872,0.7196969696969697,0.7088452088452089,0.005681818181818182,0.11622379720211029,0.03766534477472305,0.07922618836164474,0.0,12704434.0,42960.0,42960.0,9460.0,0.010558035714285714,0.9894419642857143,0.04794642857142857,0.9520535714285714
74,74,openb-pod-7002,0,1,scheduled,0.8870253413915634,1.0,-0.0,-0.11297465860843658,0.0,0.0,0.0,0.0,0.005681818181818182,0.100013867020607,0.04670926183462143,0.07922618836164474,0.0,12704508.0,43960.0,43960.0,9460.0,0.010558035714285714,0.9894419642857143,0.0490625,0.9509375
75,75,openb-pod-7003,2,1,scheduled,0.8737459033727646,1.0,-0.0,-0.1262540966272354,0.0,0.0,0.0,0.0,0.005681818181818182,0.11606135219335556,0.05722065269947052,0.07922618836164474,0.0,12704589.0,43960.0,43960.0,8460.0,0.009441964285714286,0.9905580357142857,0.0490625,0.9509375
76,76,openb-pod-7004,0,1,scheduled,0.8945627827197313,1.0,-0.0,-0.10543721728026867,0.0,0.0,0.0,0.0,0.00014396498771498782,0.09360862523317337,0.04803856089711189,0.06922724843025208,0.0,12704782.0,43960.0,43960.0,7460.0,0.008325892857142856,0.9916741071428572,0.0490625,0.9509375
77,77,openb-pod-7005,1,1,scheduled,0.8991820216178894,1.0,-0.0,-0.1008179783821106,0.0,0.0,0.0,0.0,0.00012796887796887816,0.10688932985067368,0.03516247496008873,0.059584151953458786,0.0,12704913.0,43960.0,43960.0,6460.0,0.007209821428571428,0.9927901785714286,0.0490625,0.9509375
